body_noFunctionWords,url_noIntLinks,body_richness,url_noLinks,url_linkText,send_noCharacters,body_noCharacters,subj_reply,send_noWords,url_nonModalHereLinks,url_noIpAddresses,body_html,url_atSymbol,body_noWords,subj_richness,url_maxNoPeriods,url_noDomains,url_ipAddress,body_verifyYourAccount,body_suspension,url_noExtLinks,url_ports,subj_verify,body_forms,script_scripts,subj_bank,subj_noWords,url_noPorts,subj_forward,subj_debit,body_noDistinctWords,script_nonModalJsLoads,script_popups,send_diffSenderReplyTo,script_javaScript,script_statusChange,label
7,3,0.19164785553,4,False,27,4430,False,3,False,0,False,False,849,0.3,4,3,False,False,False,1,False,False,False,False,False,6,0,False,False,437,False,False,False,False,False,H
1,0,0.121693121693,2,False,34,378,False,2,False,0,False,False,46,0.142857142857,2,4,False,False,False,2,False,False,False,False,False,1,0,False,False,41,False,False,False,False,False,H
0,3,0.184782608696,4,False,34,552,True,4,False,0,True,False,102,0.266666666667,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,85,False,False,False,False,False,H
1,0,0.153488372093,1,False,31,215,False,2,False,0,False,False,33,0.15,2,3,False,False,False,1,False,False,False,False,False,3,0,False,False,30,False,False,False,False,False,H
0,3,0.205206738132,3,False,23,653,True,3,False,0,False,False,134,0.206896551724,1,2,False,False,False,0,False,False,False,False,False,6,0,False,False,106,False,False,False,False,False,H
1,0,0.142857142857,1,False,34,168,False,2,False,0,False,False,24,0.142857142857,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,23,False,False,False,False,False,H
1,0,0.13141025641,2,False,24,1248,True,2,False,0,False,False,164,0.181818181818,2,4,False,False,False,2,False,False,False,False,False,6,0,False,False,127,False,False,False,False,False,H
1,0,0.122807017544,1,False,30,171,False,2,False,0,False,False,21,0.181818181818,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,20,False,False,False,False,False,H
0,3,0.212943632568,4,False,34,958,True,4,False,0,False,False,204,0.263157894737,2,2,False,False,False,1,False,False,False,False,False,5,0,False,False,136,False,False,False,False,False,H
0,0,0.0779569892473,4,False,31,372,False,2,False,0,False,False,29,0.169230769231,3,6,False,False,False,4,False,False,False,False,False,11,0,False,False,29,False,False,False,False,False,H
0,3,0.191011235955,4,False,22,712,False,1,False,0,False,False,136,0.2,2,2,False,False,False,1,False,False,False,False,False,4,0,False,False,104,False,False,False,False,False,H
0,4,0.154791154791,5,False,28,407,True,3,False,0,False,False,63,0.2,3,3,False,False,False,1,False,False,False,False,False,2,0,False,False,57,False,False,True,False,False,H
0,3,0.145772594752,6,False,33,1029,False,1,False,0,False,False,150,0.178571428571,3,5,False,False,False,3,False,False,False,False,False,10,0,False,False,114,False,False,False,False,False,H
2,4,0.147524247065,5,False,29,1959,False,3,False,0,True,True,289,0.272727272727,3,2,False,False,False,1,False,False,False,False,False,3,0,False,False,144,False,False,True,False,False,H
1,3,0.20578778135,4,False,41,1244,False,3,False,0,False,False,256,0.171428571429,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,119,False,False,False,False,False,H
0,3,0.221804511278,3,False,34,1064,True,3,False,0,False,False,236,0.22,1,2,False,False,False,0,False,False,False,False,False,11,0,False,False,155,False,False,False,False,False,H
0,0,0.24459234609,1,False,32,601,False,4,False,0,False,False,147,0.0952380952381,2,2,False,False,False,1,False,False,False,False,False,2,0,False,False,101,False,False,False,False,False,H
1,0,0.204450625869,1,False,29,1438,False,2,False,0,False,False,294,0.173913043478,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,197,False,False,False,False,False,H
1,6,0.190610328638,7,False,33,1065,True,4,False,0,False,False,203,0.166666666667,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,153,False,False,False,False,False,H
1,0,0.159365558912,4,False,14,1324,False,1,False,0,False,False,211,0.172413793103,3,4,False,False,False,4,False,False,False,False,False,5,0,False,False,149,False,False,False,False,False,H
0,3,0.194746376812,5,False,31,2208,True,4,False,0,False,False,430,0.169811320755,2,4,False,False,False,2,False,False,False,False,False,9,0,False,False,259,False,False,False,False,False,H
1,0,0.133689839572,1,False,30,187,False,2,False,0,False,False,25,0.161290322581,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,24,False,False,False,False,False,H
3,3,0.181722467888,5,False,34,4749,False,4,False,0,True,False,863,0.130434782609,3,4,False,False,False,2,False,False,False,False,False,3,0,False,False,473,False,False,False,False,False,H
2,0,0.129958960328,3,False,41,731,True,3,False,0,False,False,95,0.185185185185,3,5,False,False,False,3,False,False,False,False,False,5,0,False,False,83,False,False,True,False,False,H
1,3,0.200255102041,3,False,32,784,False,4,False,0,False,False,157,0.153846153846,1,2,False,False,False,0,False,False,False,False,False,2,0,False,False,118,False,False,False,False,False,H
0,0,0.114018691589,4,False,32,535,False,2,False,0,False,False,61,0.159090909091,9,6,False,False,False,4,False,False,False,False,False,7,0,False,False,58,False,False,False,False,False,H
0,5,0.181728880157,6,False,36,1018,True,4,False,0,True,False,185,0.25,2,2,False,False,False,1,False,False,False,False,False,5,0,False,False,154,False,False,False,False,False,H
0,0,0.204701273262,0,False,30,1021,False,3,False,0,False,False,209,0.125,0,2,False,False,False,0,False,False,False,False,False,4,0,False,False,158,False,False,False,False,False,H
0,3,0.207124010554,3,False,28,1516,False,2,False,0,False,False,314,0.179487179487,1,2,False,False,False,0,False,False,False,False,False,7,0,False,False,202,False,False,False,False,False,H
0,0,0.164179104478,1,False,29,268,False,2,False,0,False,False,44,0.210526315789,3,3,False,False,False,1,False,False,False,False,False,4,0,False,False,36,False,False,False,False,False,H
0,6,0.187854251012,8,False,37,1235,True,3,False,0,True,False,232,0.25,2,2,False,False,False,2,False,False,False,False,False,3,0,False,False,153,False,False,False,False,False,H
1,3,0.157709251101,6,False,34,1135,False,4,False,0,True,False,179,0.170212765957,2,5,False,False,False,3,False,False,False,False,False,8,0,False,False,142,False,False,False,False,False,H
0,3,0.223300970874,3,False,27,412,True,3,False,0,False,False,92,0.194444444444,1,2,False,False,False,0,False,False,False,False,False,7,0,False,False,75,False,False,False,False,False,H
1,0,0.130177514793,1,False,34,169,False,2,False,0,False,False,22,0.142857142857,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,22,False,False,False,False,False,H
1,0,0.134529147982,1,False,30,223,False,2,False,0,False,False,30,0.214285714286,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,28,False,False,False,False,False,H
0,0,0.173455978975,3,False,32,761,False,2,False,0,False,False,132,0.172413793103,3,5,False,False,False,3,False,False,False,False,False,5,0,False,False,97,False,False,False,False,False,H
0,0,0.201995012469,2,False,31,802,False,2,False,0,False,False,162,0.169230769231,2,4,False,False,False,2,False,False,False,False,False,11,0,False,False,122,False,False,False,False,False,H
0,0,0.20407070166,0,False,30,1867,False,3,False,0,False,False,381,0.12,0,2,False,False,False,0,False,False,False,False,False,3,0,False,False,210,False,False,False,False,False,H
0,3,0.226402188782,3,False,27,1462,False,3,False,0,False,False,331,0.179487179487,1,2,False,False,False,0,False,False,False,False,False,7,0,False,False,209,False,False,False,False,False,H
0,3,0.1408944753,5,False,30,3421,False,3,False,0,False,False,482,0.166666666667,3,4,False,False,False,2,False,False,False,False,False,6,0,False,False,222,False,False,False,False,False,H
1,0,0.119760479042,1,False,31,167,False,2,False,0,False,False,20,0.192307692308,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,20,False,False,False,False,False,H
1,3,0.219730941704,3,False,32,1338,True,3,False,0,True,False,294,0.142857142857,1,2,False,False,False,0,False,False,False,False,False,2,0,False,False,195,False,False,False,False,False,H
5,0,0.192362380662,1,False,50,4923,True,4,False,0,False,False,947,0.237288135593,3,3,False,False,False,1,False,False,False,False,False,14,0,False,False,492,False,False,False,False,False,H
0,3,0.117270788913,5,False,32,469,False,3,False,0,False,False,55,0.166666666667,2,4,False,False,False,2,False,False,False,False,False,8,0,False,False,48,False,False,False,False,False,H
1,3,0.228412256267,3,False,23,359,True,2,False,0,False,False,82,0.194444444444,1,2,False,False,False,0,False,False,False,False,False,7,0,False,False,71,False,False,False,False,False,H
0,3,0.200320512821,4,False,34,624,True,4,False,0,True,False,125,0.173913043478,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,103,False,False,False,False,False,H
1,0,0.140243902439,1,False,34,164,False,2,False,0,False,False,23,0.133333333333,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,22,False,False,False,False,False,H
0,0,0.216216216216,1,False,42,888,True,3,False,0,True,False,192,0.16393442623,2,3,False,False,False,1,False,False,False,False,False,10,0,False,False,130,False,False,False,False,False,H
1,0,0.0707070707071,1,False,26,99,False,2,False,0,False,False,7,0.214285714286,2,3,False,False,False,1,False,False,False,False,False,9,0,False,False,7,False,False,False,False,False,H
1,4,0.205235602094,5,False,28,955,True,3,False,0,False,False,196,0.148148148148,3,3,False,False,False,1,False,False,False,False,False,4,0,False,False,144,False,False,True,False,False,H
1,3,0.206680584551,3,False,28,479,True,3,False,0,False,False,99,0.2,1,2,False,False,False,0,False,False,False,False,False,2,0,False,False,79,False,False,False,False,False,H
0,3,0.212317666126,3,False,32,617,True,3,False,0,True,False,131,0.25,1,2,False,False,False,0,False,False,False,False,False,6,0,False,False,89,False,False,False,False,False,H
0,3,0.158301158301,4,False,34,518,True,3,False,0,True,False,82,0.333333333333,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,72,False,False,True,False,False,H
0,3,0.213983050847,3,False,31,472,True,3,False,0,False,False,101,0.114285714286,1,2,False,False,False,0,False,False,False,False,False,4,0,False,False,80,False,False,False,False,False,H
4,3,0.211876832845,3,False,36,4092,False,3,False,0,False,False,867,0.212121212121,1,2,False,False,False,0,False,False,False,False,False,7,0,False,False,488,False,False,False,False,False,H
0,3,0.147517730496,5,False,33,2115,True,3,False,0,True,False,312,0.148148148148,2,3,False,False,False,2,False,False,False,False,False,4,0,False,False,164,False,False,True,False,False,H
0,3,0.192248062016,4,False,22,645,False,1,False,0,True,False,124,0.130434782609,3,2,False,False,False,1,False,False,False,False,False,3,0,False,False,108,False,False,False,False,False,H
0,4,0.202757502028,5,False,43,1233,True,5,False,0,True,False,250,0.30303030303,2,3,False,False,False,1,False,False,False,False,False,10,0,False,False,174,False,False,True,False,False,H
0,3,0.25,3,False,37,272,False,5,False,0,False,False,68,0.194444444444,1,2,False,False,False,0,False,False,False,False,False,7,0,False,False,55,False,False,False,False,False,H
1,5,0.163793103448,7,False,47,812,True,4,False,0,False,False,133,0.210526315789,3,4,False,False,False,2,False,False,False,False,False,4,0,False,False,111,False,False,False,False,False,H
0,3,0.164009111617,5,False,36,439,True,3,False,0,False,False,72,0.222222222222,3,4,False,False,False,2,False,False,False,False,False,4,0,False,False,56,False,False,False,False,False,H
1,3,0.214814814815,3,False,32,270,True,3,False,0,True,False,58,0.3,1,2,False,False,False,0,False,False,False,False,False,3,0,False,False,45,False,False,False,False,False,H
0,4,0.15368852459,5,False,28,488,True,3,False,0,False,False,75,0.194444444444,3,3,False,False,False,1,False,False,False,False,False,7,0,False,False,63,False,False,False,False,False,H
2,0,0.190628754505,2,False,41,2497,False,3,False,0,False,False,476,0.160714285714,3,4,False,False,False,2,False,False,False,False,False,9,0,False,False,293,False,False,True,False,False,H
1,0,0.127777777778,1,False,31,180,False,2,False,0,False,False,23,0.294117647059,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,23,False,False,False,False,False,H
2,0,0.204954954955,2,False,34,1332,True,3,False,0,False,False,273,0.21875,2,2,False,False,False,2,False,False,False,False,False,7,0,False,False,160,False,False,False,False,False,H
1,0,0.145569620253,3,False,14,632,False,1,False,0,False,False,92,0.161290322581,3,3,False,False,False,3,False,False,False,False,False,5,0,False,False,70,False,False,False,False,False,H
1,0,0.151093439364,2,False,14,503,False,1,False,0,False,False,76,0.161290322581,3,3,False,False,False,2,False,False,False,False,False,5,0,False,False,62,False,False,False,False,False,H
1,3,0.185454545455,5,False,48,550,True,4,False,0,False,False,102,0.125,2,4,False,False,False,2,False,False,False,False,False,3,0,False,False,84,False,False,False,False,False,H
0,3,0.106306306306,6,False,43,555,False,3,False,0,False,False,59,0.142857142857,3,5,False,False,False,3,False,False,False,False,False,6,0,False,False,56,False,False,False,False,False,H
0,0,0.0881355932203,4,False,32,295,False,2,False,0,False,False,26,0.272727272727,3,5,False,False,False,4,False,False,False,False,False,6,0,False,False,26,False,False,False,False,False,H
0,0,0.154929577465,1,False,29,284,False,2,False,0,False,False,44,0.176470588235,3,3,False,False,False,1,False,False,False,False,False,6,0,False,False,37,False,False,False,False,False,H
0,3,0.166666666667,4,False,37,294,False,2,False,0,False,False,49,0.0833333333333,1,3,False,False,False,1,False,False,False,False,False,2,0,False,False,42,False,False,False,False,False,H
0,0,0.0904255319149,2,False,31,188,False,2,False,0,False,False,17,0.225,2,4,False,False,False,2,False,False,False,False,False,9,0,False,False,17,False,False,False,False,False,H
0,3,0.154918032787,6,False,32,1220,True,3,False,0,True,False,189,0.151515151515,3,5,False,False,False,3,False,False,False,False,False,5,0,False,False,141,False,False,False,False,False,H
1,0,0.146464646465,1,False,34,198,False,2,False,0,False,False,29,0.166666666667,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,26,False,False,False,False,False,H
0,3,0.237373737374,3,False,31,198,True,3,False,0,False,False,47,0.142857142857,1,2,False,False,False,0,False,False,False,False,False,3,0,False,False,42,False,False,False,False,False,H
1,3,0.102040816327,5,False,36,294,False,3,False,0,False,False,30,0.137254901961,3,4,False,False,False,2,False,False,False,False,False,7,0,False,False,30,False,False,False,False,False,H
0,3,0.19341563786,5,False,31,1215,True,3,False,0,True,False,235,0.30303030303,2,3,False,False,False,2,False,False,False,False,False,10,0,False,False,174,False,False,True,False,False,H
1,5,0.2,8,False,36,1920,True,4,False,0,False,False,384,0.142857142857,3,4,False,False,False,3,False,False,False,False,False,2,0,False,False,245,False,False,False,False,False,H
1,0,0.0659340659341,1,False,26,91,False,2,False,0,False,False,6,0.24,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,6,False,False,False,False,False,H
1,0,0.123222748815,1,False,31,211,False,2,False,0,False,False,26,0.217391304348,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,25,False,False,False,False,False,H
0,3,0.222988505747,3,False,32,435,True,3,False,0,True,False,97,0.22,1,2,False,False,False,0,False,False,False,False,False,11,0,False,False,73,False,False,False,False,False,H
1,3,0.0867256637168,5,False,43,565,False,3,False,0,False,False,49,0.08,3,4,False,False,False,2,False,False,False,False,False,4,0,False,False,47,False,False,False,False,False,H
0,3,0.133448873484,5,False,27,577,False,3,False,0,False,False,77,0.181818181818,3,4,False,False,False,2,False,False,False,False,False,6,0,False,False,71,False,False,False,False,False,H
1,3,0.193111236589,4,False,32,1771,False,3,False,0,False,False,342,0.178571428571,3,3,False,False,False,1,False,False,False,False,False,10,0,False,False,216,False,False,False,False,False,H
1,3,0.179606025492,4,False,33,863,True,3,False,0,True,False,155,0.173913043478,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,127,False,False,False,False,False,H
0,3,0.20350877193,3,False,41,855,True,3,False,0,False,False,174,0.263157894737,1,2,False,False,False,0,False,False,False,False,False,5,0,False,False,135,False,False,False,False,False,H
1,3,0.19195849546,4,False,25,771,True,3,False,0,True,False,148,0.206896551724,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,102,False,False,True,False,False,H
0,0,0.222222222222,1,False,32,1026,False,4,False,0,False,False,228,0.0952380952381,2,2,False,False,False,1,False,False,False,False,False,2,0,False,False,151,False,False,False,False,False,H
0,3,0.195760598504,5,False,35,802,True,3,False,0,True,False,157,0.25,2,3,False,False,False,2,False,False,False,False,False,13,0,False,False,116,False,False,True,False,False,H
0,3,0.219730941704,4,False,28,1115,True,2,False,0,False,False,245,0.2,2,3,False,False,False,1,False,False,False,False,False,2,0,False,False,166,False,False,False,False,False,H
1,3,0.197183098592,4,False,34,710,True,4,False,0,True,False,140,0.166666666667,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,117,False,False,False,False,False,H
0,4,0.171378091873,5,False,28,566,True,3,False,0,False,False,97,0.196078431373,3,3,False,False,False,1,False,False,False,False,False,10,0,False,False,78,False,False,True,False,False,H
1,3,0.217573221757,3,False,31,717,True,3,False,0,False,False,156,0.2,1,2,False,False,False,0,False,False,False,False,False,11,0,False,False,106,False,False,False,False,False,H
1,0,0.211567732116,0,False,32,657,True,2,False,0,False,False,139,0.220338983051,0,2,False,False,False,0,False,False,False,False,False,13,0,False,False,103,False,False,False,False,False,H
2,0,0.152328767123,8,False,14,1825,False,1,False,0,False,False,278,0.172413793103,3,6,False,False,False,8,False,False,False,False,False,5,0,False,False,176,False,False,False,False,False,H
0,0,0.210455764075,0,False,30,1492,False,3,False,0,True,False,314,0.111111111111,0,2,False,False,False,0,False,False,False,False,False,3,0,False,False,208,False,False,False,False,False,H
1,3,0.180597014925,4,False,28,670,True,3,False,0,True,False,121,0.214285714286,2,3,False,False,False,1,False,False,False,False,False,3,0,False,False,92,False,False,True,False,False,H
1,3,0.192488262911,5,False,34,639,True,3,False,0,True,False,123,0.205882352941,3,4,False,False,False,2,False,False,False,False,False,7,0,False,False,86,False,False,False,False,False,H
1,1,0.164141414141,2,False,33,792,True,4,False,0,True,False,130,0.133333333333,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,116,False,False,False,False,False,H
0,3,0.124513618677,4,False,28,257,False,3,False,0,True,False,32,0.214285714286,2,3,False,False,False,1,False,False,False,False,False,3,0,False,False,29,False,False,True,False,False,H
3,0,0.207792207792,2,False,41,4928,False,3,False,0,False,False,1024,0.1,3,4,False,False,False,2,False,False,False,False,False,3,0,False,False,565,False,False,True,False,False,H
0,0,0.191379310345,1,False,29,580,True,3,False,0,False,False,111,0.220338983051,3,2,False,False,False,1,False,False,False,False,False,13,0,False,False,80,False,False,False,False,False,H
1,0,0.0472972972973,2,False,26,148,False,2,False,0,False,False,7,0.172413793103,3,3,False,False,False,2,False,False,False,False,False,10,0,False,False,7,False,False,False,False,False,H
1,0,0.229898074745,0,False,18,883,True,1,False,0,False,False,203,0.210526315789,0,1,False,False,False,0,False,False,False,False,False,4,0,False,False,142,False,False,False,False,False,H
0,4,0.186440677966,5,False,28,1298,True,3,False,0,False,False,242,0.12,3,3,False,False,False,1,False,False,False,False,False,3,0,False,False,177,False,False,False,False,False,H
2,0,0.149842271293,3,False,29,634,True,3,False,0,False,False,95,0.159090909091,3,4,False,False,False,3,False,False,False,False,False,7,0,False,False,76,False,False,False,False,False,H
17,3,0.187496486198,3,False,43,17787,True,3,False,0,False,False,3335,0.114285714286,1,2,False,False,False,0,False,False,False,False,False,4,0,False,False,1234,False,False,False,False,False,H
0,0,0.156272927366,9,False,31,1363,False,2,False,0,False,False,213,0.2,4,9,False,False,False,9,False,False,False,False,False,2,0,False,False,166,False,False,False,False,False,H
0,4,0.213946117274,5,False,43,1262,True,5,False,0,True,False,270,0.142857142857,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,185,False,False,True,False,False,H
0,3,0.184172661871,5,False,35,695,True,3,False,0,True,False,128,0.2,2,3,False,False,False,2,False,False,False,False,False,2,0,False,False,104,False,False,True,False,False,H
0,6,0.195831313621,8,False,37,2063,True,3,False,0,True,False,404,0.238095238095,2,2,False,False,False,2,False,False,False,False,False,5,0,False,False,211,False,False,False,False,False,H
1,3,0.162162162162,6,False,30,999,True,3,False,0,False,False,162,0.125,4,4,False,False,False,3,False,False,False,False,False,2,0,False,False,117,False,False,False,False,False,H
1,0,0.0515463917526,1,False,26,97,False,2,False,0,False,False,5,0.189655172414,2,3,False,False,False,1,False,False,False,False,False,11,0,False,False,5,False,False,False,False,False,H
0,0,0.191867852605,1,False,33,787,False,3,False,0,True,False,151,0.176470588235,4,3,False,False,False,1,False,False,False,False,False,6,0,False,False,115,False,False,False,False,False,H
0,3,0.213091922006,3,False,32,718,True,3,False,0,True,False,153,0.173913043478,1,2,False,False,False,0,False,False,False,False,False,4,0,False,False,119,False,False,False,False,False,H
0,3,0.212918660287,4,False,34,1254,True,3,False,0,True,False,267,0.148148148148,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,187,False,False,True,False,False,H
2,0,0.163661581137,3,False,31,721,True,3,False,0,False,False,118,0.225806451613,2,3,False,False,False,3,False,False,False,False,False,14,0,False,False,99,False,False,False,False,False,H
2,2,0.195736434109,3,False,32,516,True,4,False,0,False,False,101,0.217391304348,3,2,False,False,False,1,False,False,False,False,False,5,0,False,False,79,False,False,True,False,False,H
0,0,0.178066037736,4,False,32,848,False,2,False,0,False,False,151,0.0909090909091,3,6,False,False,False,4,False,False,False,False,False,1,0,False,False,116,False,False,False,False,False,H
0,0,0.189189189189,1,False,25,444,False,2,False,0,False,False,84,0.285714285714,3,3,False,False,False,1,False,False,False,False,False,4,0,False,False,73,False,False,False,False,False,H
0,3,0.195437731196,4,False,31,1622,True,3,False,0,True,False,317,0.214285714286,2,3,False,False,False,1,False,False,False,False,False,3,0,False,False,195,False,False,True,False,False,H
0,3,0.213781877374,3,False,28,1843,True,3,False,0,False,False,394,0.194444444444,1,2,False,False,False,0,False,False,False,False,False,7,0,False,False,238,False,False,False,False,False,H
0,6,0.201158940397,8,False,37,1208,True,3,False,0,True,False,243,0.190476190476,2,2,False,False,False,2,False,False,False,False,False,4,0,False,False,164,False,False,False,False,False,H
1,0,0.145367412141,3,False,14,626,False,1,False,0,False,False,91,0.161290322581,3,3,False,False,False,3,False,False,False,False,False,5,0,False,False,69,False,False,False,False,False,H
0,3,0.227979274611,3,False,32,386,True,3,False,0,True,False,88,0.142857142857,1,2,False,False,False,0,False,False,False,False,False,5,0,False,False,63,False,False,False,False,False,H
0,0,0.150753768844,1,False,25,199,False,2,False,0,False,False,30,0.157894736842,3,3,False,False,False,1,False,False,False,False,False,3,0,False,False,30,False,False,False,False,False,H
0,3,0.111528822055,5,False,35,798,False,3,False,0,False,False,89,0.148936170213,2,4,False,False,False,2,False,False,False,False,False,7,0,False,False,83,False,False,False,False,False,H
0,3,0.211188811189,4,False,32,715,False,3,False,0,False,False,151,0.25,1,3,False,False,False,1,False,False,False,False,False,5,0,False,False,109,False,False,False,False,False,H
0,0,0.174013921114,3,False,36,862,False,2,False,0,False,False,150,0.193548387097,3,4,False,False,False,3,False,False,False,False,False,12,0,False,False,119,False,False,False,False,False,H
8,4,0.116105490131,23,False,22,12058,False,2,False,0,True,True,1400,0.117647058824,3,14,False,False,False,19,False,False,False,False,False,4,0,False,False,621,False,False,False,False,False,H
1,0,0.109442060086,3,False,27,466,True,3,False,0,False,False,51,0.1875,3,5,False,False,False,3,False,False,False,False,False,6,0,False,False,45,False,False,True,False,False,H
0,3,0.25,3,False,29,604,True,3,False,0,False,False,151,0.194444444444,1,2,False,False,False,0,False,False,False,False,False,7,0,False,False,107,False,False,False,False,False,H
0,0,0.1875,0,False,29,288,False,3,False,0,False,False,54,0.120689655172,0,2,False,False,False,0,False,False,False,False,False,7,0,False,False,45,False,False,False,False,False,H
0,3,0.15569823435,4,False,30,623,True,3,False,0,True,False,97,0.227272727273,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,76,False,False,True,False,False,H
0,3,0.165841584158,4,False,31,404,True,3,False,0,False,False,67,0.209302325581,3,2,False,False,False,1,False,False,False,False,False,9,0,False,False,55,False,False,False,False,False,H
1,0,0.132653061224,1,False,30,196,False,2,False,0,False,False,26,0.235294117647,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,26,False,False,False,False,False,H
0,3,0.200557103064,4,False,34,3231,True,4,False,0,True,False,648,0.153846153846,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,396,False,False,False,False,False,H
0,5,0.172923777019,6,False,36,879,True,4,False,0,True,False,152,0.142857142857,2,2,False,False,False,1,False,False,False,False,False,3,0,False,False,126,False,False,False,False,False,H
0,3,0.109147609148,9,False,26,1924,True,3,False,0,False,False,210,0.131578947368,2,4,False,False,False,6,False,False,False,False,False,5,0,False,False,131,False,False,False,False,False,H
1,3,0.181677018634,6,False,34,5152,False,4,False,0,True,False,936,0.113636363636,4,4,False,False,False,3,False,False,False,False,False,5,0,False,False,532,False,False,False,False,False,H
0,3,0.199452304884,7,False,29,2191,True,2,False,0,True,False,437,0.217391304348,3,4,False,False,False,4,False,False,False,False,False,5,0,False,False,214,False,False,True,False,False,H
0,3,0.227906976744,3,False,23,215,False,2,False,0,False,False,49,0.179487179487,1,2,False,False,False,0,False,False,False,False,False,7,0,False,False,44,False,False,False,False,False,H
1,3,0.220210185934,5,False,28,6185,True,3,False,0,True,False,1362,0.238095238095,4,4,False,False,False,2,False,False,False,False,False,10,0,False,False,608,False,False,False,False,False,H
0,3,0.106306306306,6,False,43,555,False,3,False,0,False,False,59,0.142857142857,3,5,False,False,False,3,False,False,False,False,False,6,0,False,False,56,False,False,False,False,False,H
0,0,0.112709832134,4,False,32,417,False,2,False,0,False,False,47,0.222222222222,3,6,False,False,False,4,False,False,False,False,False,4,0,False,False,45,False,False,False,False,False,H
1,0,0.179063360882,3,False,27,1815,False,3,False,0,False,False,325,0.161290322581,4,5,False,False,False,3,False,False,False,False,False,5,0,False,False,204,False,False,True,False,False,H
0,0,0.232642019838,0,False,39,1109,False,3,False,0,True,False,258,0.107142857143,0,2,False,False,False,0,False,False,False,False,False,3,0,False,False,174,False,False,False,False,False,H
1,0,0.149494949495,2,False,14,495,False,1,False,0,False,False,74,0.161290322581,3,3,False,False,False,2,False,False,False,False,False,5,0,False,False,59,False,False,False,False,False,H
1,0,0.0721649484536,1,False,26,97,False,2,False,0,False,False,7,0.228813559322,2,3,False,False,False,1,False,False,False,False,False,27,0,False,False,7,False,False,False,False,False,H
0,3,0.217188061848,5,False,31,2781,True,3,False,0,True,False,604,0.208333333333,2,3,False,False,False,2,False,False,False,False,False,5,0,False,False,337,False,False,False,False,False,H
0,3,0.184732824427,4,False,5,655,True,1,False,0,True,False,121,0.363636363636,2,3,False,False,False,1,False,False,False,False,False,8,0,False,False,98,False,False,True,False,False,H
0,0,0.188588007737,0,False,33,3102,False,3,False,0,True,False,585,0.133333333333,0,2,False,False,False,0,False,False,False,False,False,6,0,False,False,361,False,False,False,False,False,H
0,3,0.125,4,False,27,272,False,2,False,0,True,False,34,0.368421052632,2,3,False,False,False,1,False,False,False,False,False,7,0,False,False,34,False,False,True,False,False,H
0,3,0.199256505576,4,False,29,1345,True,3,False,0,False,False,268,0.166666666667,2,3,False,False,False,1,False,False,False,False,False,3,0,False,False,172,False,False,True,False,False,H
2,3,0.203642384106,3,False,30,604,True,4,False,0,False,False,123,0.170212765957,1,2,False,False,False,0,False,False,False,False,False,8,0,False,False,103,False,False,False,False,False,H
0,3,0.226321036889,4,False,36,2006,True,3,False,0,True,False,454,0.266666666667,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,238,False,False,False,False,False,H
1,0,0.209800918836,1,False,32,1306,False,4,False,0,False,False,274,0.0952380952381,2,2,False,False,False,1,False,False,False,False,False,2,0,False,False,180,False,False,False,False,False,H
1,5,0.198086124402,7,False,36,1045,False,4,False,0,True,False,207,0.1,2,3,False,False,False,2,False,False,False,False,False,1,0,False,False,152,False,False,False,False,False,H
5,0,0.169049621531,4,False,32,1189,False,2,False,0,False,False,201,0.2,3,6,False,False,False,4,False,False,False,False,False,4,0,False,False,148,False,False,False,False,False,H
1,3,0.132564841499,4,False,37,347,False,3,False,0,False,False,46,0.0909090909091,2,3,False,False,False,1,False,False,False,False,False,1,0,False,False,44,False,False,True,False,False,H
0,3,0.21974248927,3,False,40,1165,True,4,False,0,False,False,256,0.227272727273,1,2,False,False,False,0,False,False,False,False,False,10,0,False,False,171,False,False,False,False,False,H
