body_noCharacters,body_noFunctionWords,url_noIntLinks,body_richness,url_noLinks,url_linkText,send_noCharacters,subj_reply,send_noWords,url_nonModalHereLinks,url_noIpAddresses,body_html,url_atSymbol,body_noWords,subj_richness,url_maxNoPeriods,url_noDomains,url_ipAddress,body_verifyYourAccount,body_suspension,url_noExtLinks,url_ports,subj_verify,body_forms,script_scripts,subj_bank,subj_noWords,url_noPorts,subj_forward,subj_debit,body_noDistinctWords,script_nonModalJsLoads,script_popups,send_diffSenderReplyTo,label
1325,0,3,0.198490566038,6,False,45,True,4,False,0,True,False,263,0.217391304348,3,4,False,False,False,3,False,False,False,False,False,5,0,False,False,166,False,False,True,H
1612,0,3,0.218362282878,4,False,30,True,3,False,0,False,False,352,0.209302325581,3,3,False,False,False,1,False,False,False,False,False,9,0,False,False,224,False,False,False,H
610,0,3,0.139344262295,4,False,29,True,3,False,0,True,False,85,0.227272727273,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,64,False,False,True,H
155,1,0,0.0967741935484,1,False,30,False,2,False,0,False,False,15,0.242424242424,2,3,False,False,False,1,False,False,False,False,False,8,0,False,False,15,False,False,False,H
1330,1,4,0.221052631579,6,False,29,True,3,False,0,False,False,294,0.216216216216,2,3,False,False,False,2,False,False,False,False,False,8,0,False,False,155,False,False,True,H
931,2,3,0.196562835661,4,False,36,True,3,False,0,False,False,183,0.194444444444,2,2,False,False,False,1,False,False,False,False,False,7,0,False,False,134,False,False,False,H
302,0,0,0.145695364238,1,False,37,True,1,False,0,False,False,44,0.05,2,2,False,False,False,1,False,False,False,False,False,2,0,False,False,38,False,False,False,H
1236,0,0,0.179611650485,4,False,32,False,2,False,0,False,False,222,0.3125,3,6,False,False,False,4,False,False,False,False,False,5,0,False,False,163,False,False,False,H
230,0,0,0.182608695652,1,False,29,False,2,False,0,False,False,42,0.25,3,3,False,False,False,1,False,False,False,False,False,5,0,False,False,40,False,False,False,H
1036,0,3,0.111003861004,6,False,33,False,1,False,0,False,False,115,0.235294117647,3,5,False,False,False,3,False,False,False,False,False,12,0,False,False,82,False,False,False,H
8954,34,3,0.199798972526,8,False,31,True,3,False,0,True,False,1789,0.149253731343,4,6,False,False,False,5,False,False,False,False,False,10,0,False,False,744,False,False,False,H
1961,1,0,0.167261601224,3,False,27,False,3,False,0,False,False,328,0.181818181818,4,5,False,False,False,3,False,False,False,False,False,6,0,False,False,225,False,False,True,H
709,0,6,0.16784203103,7,False,33,True,4,False,0,False,False,119,0.132075471698,3,3,False,False,False,1,False,False,False,False,False,7,0,False,False,108,False,False,False,H
1067,0,0,0.213683223993,0,False,31,False,4,False,0,True,False,228,0.0952380952381,0,2,False,False,False,0,False,False,False,False,False,2,0,False,False,142,False,False,False,H
555,0,3,0.106306306306,6,False,34,False,3,False,0,False,False,59,0.117647058824,3,4,False,False,False,3,False,False,False,False,False,2,0,False,False,55,False,False,False,H
3044,0,3,0.164586070959,4,False,32,False,3,False,0,False,False,501,0.151515151515,3,3,False,False,False,1,False,False,False,False,False,5,0,False,False,294,False,False,False,H
180,0,0,0.0722222222222,2,False,34,False,2,False,0,False,False,13,0.222222222222,3,4,False,False,False,2,False,False,False,False,False,2,0,False,False,13,False,False,False,H
692,1,3,0.182080924855,4,False,34,False,3,False,0,False,False,126,0.173913043478,2,3,False,False,False,1,False,False,False,False,False,8,0,False,False,89,False,False,True,H
1168,0,3,0.216609589041,4,False,30,True,3,False,0,True,False,253,0.242424242424,3,3,False,False,False,1,False,False,False,False,False,8,0,False,False,167,False,False,False,H
506,0,5,0.183794466403,8,False,36,True,4,False,0,True,False,93,0.25,3,4,False,False,False,3,False,False,False,False,False,9,0,False,False,77,False,False,False,H
939,0,3,0.132055378062,6,False,33,False,1,False,0,False,False,124,0.12,3,5,False,False,False,3,False,False,False,False,False,6,0,False,False,107,False,False,False,H
94,0,3,0.170212765957,3,False,25,False,1,False,0,True,False,16,0.0729166666667,2,2,False,False,False,0,False,False,False,False,False,7,0,False,False,16,False,False,False,H
407,0,0,0.203931203931,1,False,25,False,2,False,0,False,False,83,0.307692307692,3,3,False,False,False,1,False,False,False,False,False,4,0,False,False,66,False,False,False,H
304,0,3,0.164473684211,5,False,39,True,5,False,0,False,False,50,0.166666666667,1,3,False,False,False,2,False,False,False,False,False,3,0,False,False,44,False,False,False,H
1257,2,0,0.198090692124,3,False,31,False,2,False,0,False,False,249,0.166666666667,2,5,False,False,False,3,False,False,False,False,False,2,0,False,False,169,False,False,False,H
2161,0,5,0.156871818602,5,False,23,True,1,False,0,True,False,339,0.285714285714,3,2,False,False,False,0,False,False,False,False,False,4,0,False,False,219,False,False,False,H
318,0,4,0.150943396226,5,False,29,True,3,False,0,True,False,48,0.0869565217391,2,3,False,False,False,1,False,False,False,False,False,2,0,False,False,37,False,False,True,H
2203,5,3,0.168860644576,9,False,37,True,3,False,0,True,False,372,0.163636363636,3,4,False,False,False,6,False,False,False,False,False,9,0,False,False,189,False,False,False,H
9490,4,5,0.0387776606955,7,False,41,True,3,False,0,False,False,368,0.163636363636,3,4,False,False,False,2,False,False,False,False,False,9,0,False,False,294,False,False,False,H
3688,4,0,0.192245119306,0,False,33,True,3,False,0,False,False,709,0.220338983051,0,2,False,False,False,0,False,False,False,False,False,13,0,False,False,371,False,False,False,H
325,0,0,0.110769230769,3,False,29,False,2,False,0,False,False,36,0.190476190476,3,5,False,False,False,3,False,False,False,False,False,4,0,False,False,35,False,False,False,H
78,0,3,0.102564102564,4,False,32,False,3,False,0,False,False,8,0.172413793103,3,3,False,False,False,1,False,False,False,False,False,5,0,False,False,8,False,False,False,H
1588,0,3,0.188287153652,6,False,29,True,2,False,0,True,False,299,0.217391304348,3,4,False,False,False,3,False,False,False,False,False,5,0,False,False,202,False,False,True,H
3834,0,3,0.260563380282,4,False,28,True,2,False,0,False,False,999,0.190476190476,2,3,False,False,False,1,False,False,False,False,False,8,0,False,False,438,False,False,False,H
1274,1,3,0.216640502355,3,False,31,True,3,False,0,False,False,276,0.206896551724,1,1,False,False,False,0,False,False,False,False,False,6,0,False,False,176,False,False,False,H
99,1,0,0.0606060606061,1,False,26,False,2,False,0,False,False,6,0.151515151515,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,6,False,False,False,H
2366,5,3,0.21259509721,3,False,40,False,4,False,0,False,False,503,0.159090909091,1,1,False,False,False,0,False,False,False,False,False,7,0,False,False,284,False,False,False,H
3399,0,3,0.237128567226,4,False,33,True,3,False,0,False,False,806,0.190476190476,2,3,False,False,False,1,False,False,False,False,False,8,0,False,False,405,False,False,False,H
680,0,3,0.197058823529,4,False,29,True,3,False,0,False,False,134,0.166666666667,2,3,False,False,False,1,False,False,False,False,False,3,0,False,False,107,False,False,True,H
1543,0,3,0.222294232016,4,False,34,True,4,False,0,False,False,343,0.263157894737,2,2,False,False,False,1,False,False,False,False,False,5,0,False,False,212,False,False,False,H
797,0,3,0.151819322459,5,False,34,True,4,False,0,True,False,121,0.208333333333,3,3,False,False,False,2,False,False,False,False,False,5,0,False,False,102,False,False,False,H
348,0,0,0.198275862069,1,False,32,False,4,False,0,False,False,69,0.15,2,2,False,False,False,1,False,False,False,False,False,3,0,False,False,54,False,False,False,H
314,1,0,0.191082802548,0,False,29,False,3,False,0,False,False,60,0.120689655172,0,2,False,False,False,0,False,False,False,False,False,7,0,False,False,52,False,False,False,H
660,0,3,0.139393939394,5,False,34,True,3,False,0,False,False,92,0.188679245283,3,4,False,False,False,2,False,False,False,False,False,10,0,False,False,86,False,False,False,H
1075,0,3,0.150697674419,4,False,27,False,3,False,0,True,False,162,0.238095238095,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,116,False,False,True,H
1413,0,3,0.121726822364,11,False,33,True,3,False,0,True,False,172,0.151515151515,3,7,False,False,False,8,False,False,False,False,False,5,0,False,False,123,False,False,False,H
132,0,3,0.212121212121,3,False,30,True,3,False,0,False,False,28,0.214285714286,1,2,False,False,False,0,False,False,False,False,False,3,0,False,False,27,False,False,False,H
697,0,3,0.19225251076,3,False,31,True,3,False,0,False,False,134,0.142857142857,1,1,False,False,False,0,False,False,False,False,False,5,0,False,False,110,False,False,False,H
990,0,0,0.209090909091,1,False,32,False,4,False,0,False,False,207,0.0952380952381,2,2,False,False,False,1,False,False,False,False,False,2,0,False,False,144,False,False,False,H
1194,1,3,0.182579564489,4,False,29,True,3,False,0,False,False,218,0.181818181818,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,157,False,False,False,H
607,0,1,0.131795716639,5,False,31,False,2,False,0,False,False,80,0.041095890411,3,5,False,False,False,4,False,False,False,False,False,3,0,False,False,74,False,False,False,H
510,0,3,0.145098039216,6,False,31,True,3,False,0,True,False,74,0.130434782609,3,4,False,False,False,3,False,False,False,False,False,3,0,False,False,63,False,False,False,H
5239,9,3,0.157663676274,16,False,30,False,3,False,0,True,False,826,0.173913043478,4,10,False,False,False,13,False,False,False,False,False,8,0,False,False,472,False,False,False,H
570,1,3,0.208771929825,5,False,28,True,3,False,0,True,False,119,0.24,3,3,False,False,False,2,False,False,False,False,False,6,0,False,False,91,False,False,False,H
1378,1,0,0.161103047896,4,False,32,False,2,False,0,False,False,222,0.193548387097,3,5,False,False,False,4,False,False,False,False,False,6,0,False,False,163,False,False,False,H
359,0,3,0.1643454039,4,False,28,False,3,False,0,True,False,59,0.142857142857,2,3,False,False,False,1,False,False,False,False,False,1,0,False,False,52,False,False,True,H
629,0,3,0.131955484897,5,False,31,True,3,False,0,False,False,83,0.16,2,4,False,False,False,2,False,False,False,False,False,8,0,False,False,72,False,False,False,H
1204,1,3,0.112956810631,5,False,43,False,3,False,0,False,False,136,0.0740740740741,3,4,False,False,False,2,False,False,False,False,False,4,0,False,False,115,False,False,False,H
1224,0,0,0.174019607843,4,False,32,False,2,False,0,False,False,213,0.15,4,6,False,False,False,4,False,False,False,False,False,3,0,False,False,161,False,False,False,H
1618,0,3,0.159456118665,4,False,31,True,3,False,0,True,False,258,0.148148148148,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,129,False,False,True,H
408,1,3,0.169117647059,4,False,35,True,3,False,0,True,False,69,0.166666666667,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,61,False,False,True,H
665,0,3,0.168421052632,4,False,33,True,3,False,0,True,False,112,0.25,4,3,False,False,False,1,False,False,False,False,False,9,0,False,False,94,False,False,False,H
469,0,3,0.147121535181,4,False,30,True,3,False,0,True,False,69,0.238095238095,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,64,False,False,True,H
462,0,3,0.281385281385,3,False,28,True,2,False,0,True,False,130,0.285714285714,1,2,False,False,False,0,False,False,False,False,False,2,0,False,False,81,False,False,False,H
254,0,0,0.0905511811024,2,False,31,False,2,False,0,False,False,23,0.190476190476,3,4,False,False,False,2,False,False,False,False,False,12,0,False,False,23,False,False,False,H
287,0,3,0.121951219512,4,False,45,True,3,False,0,True,False,35,0.138888888889,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,35,False,False,True,H
459,0,5,0.18082788671,7,False,36,True,4,False,0,True,False,83,0.136363636364,2,3,False,False,False,2,False,False,False,False,False,3,0,False,False,71,False,False,False,H
742,0,5,0.172506738544,7,False,36,True,4,False,0,True,False,128,0.235294117647,2,3,False,False,False,2,False,False,False,False,False,12,0,False,False,99,False,False,False,H
311,0,0,0.106109324759,2,False,34,False,2,False,0,False,False,33,0.105263157895,2,4,False,False,False,2,False,False,False,False,False,2,0,False,False,30,False,False,False,H
493,3,0,0.170385395538,1,False,25,False,2,False,0,False,False,84,0.148148148148,3,3,False,False,False,1,False,False,False,False,False,4,0,False,False,73,False,False,False,H
108,0,3,0.194444444444,3,False,30,False,3,False,0,False,False,21,0.111111111111,1,2,False,False,False,0,False,False,False,False,False,1,0,False,False,21,False,False,False,H
895,0,5,0.17094972067,9,False,42,True,3,False,0,False,False,153,0.0869565217391,2,4,False,False,False,4,False,False,False,False,False,2,0,False,False,121,False,False,True,H
418,0,0,0.112440191388,3,False,31,False,2,False,0,False,False,47,0.206349206349,3,5,False,False,False,3,False,False,False,False,False,13,0,False,False,46,False,False,False,H
1699,0,3,0.16127133608,6,False,33,False,1,False,0,False,False,274,0.153846153846,3,5,False,False,False,3,False,False,False,False,False,6,0,False,False,173,False,False,False,H
364,0,0,0.228021978022,0,False,31,True,3,False,0,False,False,83,0.161290322581,0,2,False,False,False,0,False,False,False,False,False,5,0,False,False,68,False,False,False,H
108,0,3,0.194444444444,3,False,30,False,3,False,0,False,False,21,0.111111111111,1,2,False,False,False,0,False,False,False,False,False,1,0,False,False,21,False,False,False,H
414,0,3,0.224637681159,3,False,28,False,3,False,0,False,False,93,0.179487179487,1,2,False,False,False,0,False,False,False,False,False,7,0,False,False,77,False,False,False,H
3113,0,3,0.203340828783,6,False,34,True,4,False,0,True,False,633,0.208333333333,2,4,False,False,False,3,False,False,False,False,False,5,0,False,False,343,False,False,False,H
324,0,3,0.200617283951,3,False,22,False,1,False,0,False,False,65,0.285714285714,1,1,False,False,False,0,False,False,False,False,False,2,0,False,False,58,False,False,False,H
2330,2,3,0.218454935622,4,False,31,False,3,False,0,False,False,509,0.207547169811,1,2,False,False,False,1,False,False,False,False,False,11,0,False,False,307,False,False,False,H
1510,0,3,0.193377483444,6,False,30,True,3,False,0,False,False,292,0.222222222222,3,5,False,False,False,3,False,False,False,False,False,4,0,False,False,205,False,False,False,H
638,2,0,0.123824451411,2,False,39,False,3,False,0,False,False,79,0.0952380952381,3,4,False,False,False,2,False,False,False,False,False,2,0,False,False,72,False,False,True,H
169,1,0,0.12426035503,1,False,34,False,2,False,0,False,False,21,0.21875,2,3,False,False,False,1,False,False,False,False,False,7,0,False,False,21,False,False,False,H
279,0,3,0.200716845878,4,False,37,True,5,False,0,False,False,56,0.2,1,3,False,False,False,1,False,False,False,False,False,2,0,False,False,48,False,False,False,H
585,0,3,0.14188034188,4,False,28,True,3,False,0,True,False,83,0.175,2,3,False,False,False,1,False,False,False,False,False,7,0,False,False,78,False,False,True,H
995,0,5,0.193969849246,6,False,36,True,4,False,0,True,False,193,0.142857142857,2,2,False,False,False,1,False,False,False,False,False,3,0,False,False,151,False,False,False,H
98,0,3,0.112244897959,4,False,27,False,3,False,0,False,False,11,0.117647058824,3,3,False,False,False,1,False,False,False,False,False,2,0,False,False,11,False,False,False,H
230,0,0,0.0913043478261,2,False,31,False,2,False,0,False,False,21,0.2,2,4,False,False,False,2,False,False,False,False,False,10,0,False,False,21,False,False,False,H
174,0,3,0.229885057471,3,False,27,True,3,False,0,False,False,40,0.230769230769,1,2,False,False,False,0,False,False,False,False,False,3,0,False,False,38,False,False,False,H
962,0,6,0.16632016632,7,False,33,True,4,False,0,True,False,160,0.0857142857143,3,3,False,False,False,1,False,False,False,False,False,3,0,False,False,132,False,False,False,H
271,0,3,0.151291512915,4,False,32,True,3,False,0,False,False,41,0.15,3,3,False,False,False,1,False,False,False,False,False,3,0,False,False,40,False,False,False,H
390,1,0,0.141025641026,2,False,35,False,3,False,0,False,False,55,0.166666666667,2,4,False,False,False,2,False,False,False,False,False,5,0,False,False,46,False,False,False,H
456,0,3,0.160087719298,4,False,5,True,1,False,0,True,False,73,0.2,2,3,False,False,False,1,False,False,False,False,False,2,0,False,False,65,False,False,True,H
433,0,5,0.0969976905312,7,False,47,True,4,False,0,False,False,42,0.2,3,4,False,False,False,2,False,False,False,False,False,3,0,False,False,42,False,False,False,H
604,0,3,0.210264900662,4,False,34,True,4,False,0,True,False,127,0.173913043478,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,105,False,False,False,H
3173,0,0,0.192877403089,5,False,37,False,2,False,0,False,False,612,0.111111111111,2,7,False,False,False,5,False,False,False,False,False,1,0,False,False,346,False,False,False,H
167,0,3,0.11377245509,4,False,22,False,1,False,0,False,False,19,0.2,3,2,False,False,False,1,False,False,False,False,False,6,0,False,False,19,False,False,False,H
161,1,0,0.105590062112,1,False,30,False,2,False,0,False,False,17,0.214285714286,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,16,False,False,False,H
278,1,0,0.158273381295,1,False,29,False,2,False,0,False,False,44,0.173913043478,3,3,False,False,False,1,False,False,False,False,False,4,0,False,False,40,False,False,False,H
610,0,0,0.14262295082,3,False,32,False,2,False,0,False,False,87,0.181818181818,3,5,False,False,False,3,False,False,False,False,False,2,0,False,False,70,False,False,False,H
730,1,0,0.183561643836,1,False,39,False,3,False,0,False,False,134,0.15,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,106,False,False,False,H
5936,1,3,0.209063342318,3,False,40,True,3,False,0,True,False,1241,0.205882352941,1,2,False,False,False,0,False,False,False,False,False,7,0,False,False,651,False,False,False,H
777,1,0,0.191763191763,2,False,38,True,3,False,0,True,False,149,0.227272727273,3,4,False,False,False,2,False,False,False,False,False,5,0,False,False,113,False,False,False,H
800,0,4,0.14,6,False,29,True,3,False,0,False,False,112,0.171428571429,3,4,False,False,False,2,False,False,False,False,False,12,0,False,False,87,False,False,False,H
552,0,3,0.115942028986,5,False,25,False,2,False,0,False,False,64,0.181818181818,3,3,False,False,False,2,False,False,False,False,False,4,0,False,False,57,False,False,False,H
1486,8,0,0.169582772544,2,False,27,False,3,False,0,False,False,252,0.130434782609,3,4,False,False,False,2,False,False,False,False,False,3,0,False,False,174,False,False,True,H
277,0,0,0.0974729241877,4,False,32,False,2,False,0,False,False,27,0.114285714286,3,6,False,False,False,4,False,False,False,False,False,4,0,False,False,25,False,False,False,H
189,1,0,0.142857142857,1,False,34,False,2,False,0,False,False,27,0.210526315789,2,3,False,False,False,1,False,False,False,False,False,8,0,False,False,27,False,False,False,H
691,0,4,0.149059334298,6,False,29,True,3,False,0,False,False,103,0.170212765957,3,4,False,False,False,2,False,False,False,False,False,8,0,False,False,82,False,False,False,H
781,0,3,0.129321382843,6,False,12,False,2,False,0,False,False,101,0.181818181818,3,4,False,False,False,3,False,False,False,False,False,6,0,False,False,91,False,False,False,H
275,0,3,0.243636363636,3,False,23,False,2,False,0,False,False,67,0.217391304348,1,2,False,False,False,0,False,False,False,False,False,5,0,False,False,53,False,False,False,H
591,1,3,0.21489001692,4,False,40,True,4,False,0,False,False,127,0.3,1,2,False,False,False,1,False,False,False,False,False,3,0,False,False,98,False,False,False,H
508,0,0,0.149606299213,4,False,32,False,2,False,0,False,False,76,0.0909090909091,3,6,False,False,False,4,False,False,False,False,False,2,0,False,False,69,False,False,False,H
327,0,0,0.162079510703,2,False,32,False,2,False,0,False,False,53,0.25,2,4,False,False,False,2,False,False,False,False,False,4,0,False,False,49,False,False,False,H
860,0,3,0.182558139535,4,False,34,True,3,False,0,True,False,157,0.227272727273,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,112,False,False,True,H
557,0,3,0.129263913824,5,False,31,True,3,False,0,False,False,72,0.163636363636,3,4,False,False,False,2,False,False,False,False,False,9,0,False,False,69,False,False,False,H
1593,1,3,0.195856873823,5,False,29,True,3,False,0,True,False,312,0.153846153846,3,3,False,False,False,2,False,False,False,False,False,2,0,False,False,213,False,False,True,H
526,0,3,0.230038022814,3,False,27,True,3,False,0,False,False,121,0.166666666667,1,2,False,False,False,0,False,False,False,False,False,3,0,False,False,88,False,False,False,H
531,1,3,0.212806026365,3,False,37,True,3,False,0,True,False,113,0.227272727273,1,1,False,False,False,0,False,False,False,False,False,10,0,False,False,86,False,False,False,H
527,0,4,0.189753320683,4,False,28,True,4,False,0,False,False,100,0.263157894737,2,2,False,False,False,0,False,False,False,False,False,5,0,False,False,82,False,False,False,H
1865,1,0,0.177479892761,1,False,29,True,2,False,0,False,False,331,0.235294117647,2,3,False,False,False,1,False,False,False,False,False,8,0,False,False,215,False,False,False,H
1180,0,3,0.168644067797,5,False,34,True,3,False,0,True,False,199,0.130434782609,3,4,False,False,False,2,False,False,False,False,False,6,0,False,False,158,False,False,False,H
385,0,3,0.215584415584,3,False,36,False,3,False,0,False,False,83,0.228571428571,1,2,False,False,False,0,False,False,False,False,False,8,0,False,False,66,False,False,False,H
436,1,0,0.190366972477,1,False,34,False,3,False,0,False,False,83,0.166666666667,2,2,False,False,False,1,False,False,False,False,False,5,0,False,False,66,False,False,False,H
1165,0,3,0.203433476395,3,False,28,True,3,False,0,False,False,237,0.172413793103,1,2,False,False,False,0,False,False,False,False,False,5,0,False,False,143,False,False,False,H
3207,0,0,0.199251637044,0,False,30,False,3,False,0,True,False,639,0.133333333333,0,2,False,False,False,0,False,False,False,False,False,6,0,False,False,305,False,False,False,H
1197,0,0,0.142857142857,0,False,39,False,3,False,0,True,False,171,0.140350877193,0,2,False,False,False,0,False,False,False,False,False,8,0,False,False,121,False,False,False,H
1631,0,3,0.199264255058,4,False,22,False,1,False,0,False,False,325,0.179487179487,2,2,False,False,False,1,False,False,False,False,False,7,0,False,False,228,False,False,False,H
526,0,5,0.163498098859,6,False,30,True,3,False,1,False,False,86,0.285714285714,4,3,True,False,False,1,False,False,False,False,False,2,0,False,False,79,False,False,True,H
434,1,0,0.225806451613,0,False,29,False,3,False,0,True,False,98,0.172413793103,0,2,False,False,False,0,False,False,False,False,False,5,0,False,False,77,False,False,False,H
683,1,3,0.204978038067,3,False,25,True,2,False,0,False,False,140,0.272727272727,1,2,False,False,False,0,False,False,False,False,False,6,0,False,False,105,False,False,True,H
897,0,3,0.1872909699,5,False,30,True,3,False,0,False,False,168,0.125,3,4,False,False,False,2,False,False,False,False,False,2,0,False,False,133,False,False,False,H
963,2,0,0.177570093458,4,False,32,False,2,False,0,False,False,171,0.324324324324,3,5,False,False,False,4,False,False,False,False,False,12,0,False,False,124,False,False,False,H
723,0,3,0.13969571231,4,False,28,False,3,False,0,True,False,101,0.206896551724,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,53,False,False,True,H
456,0,3,0.160087719298,4,False,5,True,1,False,0,True,False,73,0.2,2,3,False,False,False,1,False,False,False,False,False,2,0,False,False,65,False,False,True,H
154,1,0,0.0454545454545,2,False,26,False,2,False,0,False,False,7,0.201680672269,5,3,False,False,False,2,False,False,False,False,False,24,0,False,False,7,False,False,False,H
1964,0,3,0.215885947047,3,False,27,False,3,False,0,False,False,424,0.179487179487,1,2,False,False,False,0,False,False,False,False,False,7,0,False,False,280,False,False,False,H
554,1,3,0.160649819495,4,False,41,False,4,False,0,False,False,89,0.181818181818,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,77,False,False,True,H
782,0,3,0.190537084399,5,False,35,True,3,False,0,True,False,149,0.25,2,3,False,False,False,2,False,False,False,False,False,5,0,False,False,119,False,False,True,H
190,0,0,0.242105263158,0,False,36,False,3,False,0,False,False,46,0.107142857143,0,2,False,False,False,0,False,False,False,False,False,3,0,False,False,38,False,False,False,H
1065,1,0,0.141784037559,5,False,14,False,1,False,0,False,False,151,0.172413793103,3,5,False,False,False,5,False,False,False,False,False,5,0,False,False,112,False,False,False,H
1177,0,5,0.198810535259,7,False,25,True,4,False,0,True,False,234,0.2,2,3,False,False,False,2,False,False,False,False,False,2,0,False,False,157,False,False,True,H
779,0,3,0.17971758665,5,False,35,True,3,False,0,True,False,140,0.235294117647,2,3,False,False,False,2,False,False,False,False,False,4,0,False,False,109,False,False,True,H
254,0,0,0.173228346457,1,False,29,False,2,False,0,False,False,44,0.2,3,3,False,False,False,1,False,False,False,False,False,3,0,False,False,40,False,False,False,H
748,0,4,0.139037433155,7,False,29,True,3,False,0,False,False,104,0.212121212121,3,5,False,False,False,3,False,False,False,False,False,7,0,False,False,95,False,False,False,H
218,0,3,0.206422018349,3,False,30,True,3,False,0,False,False,45,0.181818181818,1,2,False,False,False,0,False,False,False,False,False,4,0,False,False,41,False,False,False,H
1064,2,0,0.203947368421,0,False,39,False,3,False,0,True,False,217,0.15,0,2,False,False,False,0,False,False,False,False,False,3,0,False,False,156,False,False,False,H
859,0,0,0.147846332945,3,False,32,False,2,False,0,False,False,127,0.212121212121,3,5,False,False,False,3,False,False,False,False,False,7,0,False,False,103,False,False,False,H
1275,0,3,0.219607843137,3,False,22,False,1,False,0,False,False,280,0.222222222222,1,1,False,False,False,0,False,False,False,False,False,12,0,False,False,171,False,False,False,H
394,0,3,0.126903553299,4,False,28,True,3,False,0,True,False,50,0.142857142857,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,49,False,False,False,H
99,1,0,0.0707070707071,1,False,26,False,2,False,0,False,False,7,0.23,2,3,False,False,False,1,False,False,False,False,False,23,0,False,False,7,False,False,False,H
430,0,3,0.223255813953,3,False,37,True,5,False,0,False,False,96,0.263157894737,1,2,False,False,False,0,False,False,False,False,False,5,0,False,False,79,False,False,False,H
589,0,3,0.183361629881,4,False,35,True,3,False,0,True,False,108,0.228571428571,2,3,False,False,False,1,False,False,False,False,False,8,0,False,False,91,False,False,True,H
1318,1,0,0.182852807284,4,False,32,False,2,False,0,False,False,241,0.105263157895,3,6,False,False,False,4,False,False,False,False,False,2,0,False,False,176,False,False,False,H
1090,0,0,0.142201834862,8,False,29,False,2,False,0,False,False,155,0.357142857143,3,9,False,False,False,8,False,False,False,False,False,5,0,False,False,127,False,False,False,H
834,0,0,0.142685851319,4,False,32,False,2,False,0,False,False,119,0.138888888889,3,6,False,False,False,4,False,False,False,False,False,5,0,False,False,96,False,False,False,H
849,0,3,0.189634864547,4,False,27,True,3,False,0,True,False,161,0.214285714286,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,116,False,False,True,H
144,1,0,0.104166666667,1,False,30,False,2,False,0,False,False,15,0.178571428571,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,15,False,False,False,H
148,1,0,0.0945945945946,1,False,31,False,2,False,0,False,False,14,0.12,2,3,False,False,False,1,False,False,False,False,False,3,0,False,False,14,False,False,False,H
723,0,3,0.204702627939,4,False,23,False,3,False,0,True,False,148,0.192307692308,3,3,False,False,False,1,False,False,False,False,False,5,0,False,False,107,False,False,False,H
165,1,0,0.133333333333,1,False,34,False,2,False,0,False,False,22,0.146341463415,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,22,False,False,False,H
146,1,0,0.0479452054795,2,False,26,False,2,False,0,False,False,7,0.173913043478,3,3,False,False,False,2,False,False,False,False,False,12,0,False,False,7,False,False,False,H
174,1,0,0.14367816092,1,False,34,False,2,False,0,False,False,25,0.230769230769,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,23,False,False,False,H
533,0,3,0.242026266417,3,False,30,True,3,False,0,False,False,129,0.209302325581,1,2,False,False,False,0,False,False,False,False,False,9,0,False,False,103,False,False,False,H
842,0,3,0.1567695962,5,False,27,True,3,False,0,False,False,132,0.204545454545,2,4,False,False,False,2,False,False,False,False,False,9,0,False,False,101,False,False,False,H
1516,1,3,0.191292875989,4,False,40,True,4,False,0,False,False,290,0.227272727273,3,2,False,False,False,1,False,False,False,False,False,10,0,False,False,201,False,False,False,H
1905,0,0,0.140682414698,3,False,31,True,3,False,0,True,False,268,0.189189189189,3,5,False,False,False,3,False,False,False,False,False,7,0,False,False,212,False,False,False,H
525,0,0,0.20380952381,0,False,30,False,3,False,0,False,False,107,0.0952380952381,0,2,False,False,False,0,False,False,False,False,False,2,0,False,False,81,False,False,False,H
4722,5,3,0.139347734011,6,False,37,False,3,False,0,True,False,658,0.151515151515,3,5,False,False,False,3,False,False,False,False,False,5,0,False,False,297,False,False,False,H
1612,0,3,0.204714640199,4,False,30,True,3,False,0,True,False,330,0.142857142857,2,3,False,False,False,1,False,False,False,False,False,6,0,False,False,218,False,False,True,H
1009,0,3,0.187314172448,5,False,37,True,3,False,0,True,False,189,0.117647058824,3,4,False,False,False,2,False,False,False,False,False,2,0,False,False,149,False,False,True,H
