body_forms,body_html,body_noCharacters,body_noDistinctWords,body_noFunctionWords,body_noWords,body_richness,body_suspension,body_verifyYourAccount,script_javaScript,script_noOnClickEvents,script_nonModalJsLoads,script_popups,script_scripts,script_statusChange,send_diffSenderReplyTo,send_noCharacters,send_noWords,send_nonModalSenderDomain,subj_bank,subj_debit,subj_forward,subj_noCharacters,subj_noWords,subj_reply,subj_richness,subj_verify,url_atSymbol,url_ipAddress,url_linkText,url_maxNoPeriods,url_noDomains,url_noExtLinks,url_noImgLinks,url_noIntLinks,url_noIpAddresses,url_noLinks,url_noPorts,url_nonModalHereLinks,url_ports,label
False,True,13420,517,26,1004,0.07481371087928465,False,False,False,0,False,False,False,False,False,32,2,True,False,False,False,27,5,False,0.18518518518518517,False,False,False,True,3,11,23,12,12,0,35,0,True,False,P
False,True,9486,311,12,630,0.06641366223908918,False,False,False,0,False,False,False,False,False,37,3,True,False,False,False,33,6,False,0.18181818181818182,False,False,False,True,3,4,6,4,3,0,9,0,False,False,P
False,True,93211,1142,0,1217,0.01305639892287391,False,False,False,0,False,False,False,False,False,57,4,True,False,False,False,23,3,False,0.13043478260869565,False,False,False,False,3,2,0,0,2,0,2,0,False,False,P
False,True,6966,276,5,637,0.0914441573356302,False,False,False,0,False,False,False,False,False,34,3,True,False,False,False,19,2,False,0.10526315789473684,False,False,False,False,4,4,2,2,6,0,8,0,False,False,P
False,True,5710,206,25,399,0.06987740805604203,False,False,False,0,False,False,False,False,False,19,2,True,False,False,False,33,6,False,0.18181818181818182,False,False,False,True,3,6,6,1,7,0,13,0,False,False,P
False,True,4623,252,8,324,0.07008436080467229,False,False,False,0,False,False,False,False,False,31,3,True,False,False,False,25,5,False,0.2,False,False,False,False,2,4,2,0,0,0,2,0,False,False,P
False,True,9934,430,23,932,0.09381920676464667,False,False,False,0,False,False,False,False,False,43,2,True,False,False,False,34,5,False,0.14705882352941177,False,True,False,False,4,9,24,13,10,0,34,0,False,False,P
False,True,3264,181,4,333,0.10202205882352941,False,False,False,0,False,False,False,False,False,37,2,True,False,False,False,52,6,False,0.11538461538461539,True,False,False,True,2,3,1,0,1,0,2,0,False,False,P
False,True,4930,181,13,315,0.06389452332657201,False,False,False,0,False,False,False,False,False,35,3,True,False,False,False,26,5,False,0.19230769230769232,False,False,False,False,4,6,7,3,4,0,11,0,False,False,P
False,True,3346,160,7,249,0.0744172145845786,False,False,False,0,False,False,False,False,False,36,4,True,False,False,False,27,4,False,0.14814814814814814,False,False,False,False,2,4,3,0,1,0,4,0,False,False,P
True,True,19698,720,7,1755,0.08909533962838867,False,False,False,0,False,False,True,False,False,47,3,True,False,False,False,24,3,False,0.125,False,False,False,False,2,8,6,0,1,0,7,0,False,False,P
False,True,117,18,4,18,0.15384615384615385,False,False,False,0,False,False,False,False,False,40,3,True,False,False,False,4,1,False,0.25,False,False,False,False,2,3,1,0,0,0,1,0,False,False,P
False,True,129,18,4,18,0.13953488372093023,False,False,False,0,False,False,False,False,False,44,3,True,False,False,False,25,3,False,0.12,False,False,False,False,3,3,1,0,0,0,1,0,False,False,P
False,True,1116,85,13,151,0.13530465949820789,True,False,False,0,False,False,False,False,False,25,2,True,False,False,False,7,1,False,0.14285714285714285,False,False,False,True,2,4,2,1,1,0,3,0,False,False,P
False,True,1291,97,17,174,0.13477924089852827,False,False,False,0,False,False,False,False,False,25,2,True,False,False,False,25,4,False,0.16,False,False,False,True,2,4,2,1,1,0,3,0,False,False,P
False,True,4960,172,12,463,0.09334677419354839,False,False,False,0,False,False,False,False,False,18,2,True,False,False,False,53,10,False,0.18867924528301888,False,False,False,False,5,8,9,2,6,0,15,0,False,False,P
False,True,10640,462,34,1031,0.0968984962406015,False,False,False,0,False,False,False,False,False,42,2,True,False,False,False,62,7,False,0.11290322580645161,False,True,False,False,4,10,23,13,11,0,34,0,False,False,P
False,True,2647,194,7,295,0.11144692104268984,False,False,False,0,False,False,False,False,False,41,3,True,False,False,False,18,3,False,0.16666666666666666,False,True,False,True,4,2,1,0,1,0,2,0,True,False,P
False,True,17612,257,2,1351,0.07670906200317965,False,False,False,0,False,False,False,False,False,62,3,True,False,False,False,25,5,False,0.2,False,False,False,True,1,3,2,0,0,0,2,0,False,False,P
False,True,2360,154,2,253,0.10720338983050848,False,False,False,0,False,False,False,False,False,23,2,True,False,False,False,27,6,False,0.2222222222222222,False,False,False,False,3,4,3,0,1,0,4,0,False,False,P
False,True,4173,202,13,555,0.13299784327821712,False,False,False,0,False,False,False,False,False,35,3,True,False,False,False,23,4,False,0.17391304347826086,False,False,False,False,3,5,4,0,2,0,6,0,False,False,P
False,True,109,17,3,17,0.1559633027522936,False,False,False,0,False,False,False,False,False,28,3,True,False,False,False,18,3,False,0.16666666666666666,False,False,False,False,2,3,1,0,0,0,1,0,False,False,P
False,True,1659,130,9,232,0.1398432790837854,False,False,False,0,False,False,False,False,False,47,6,True,False,False,False,27,4,True,0.14814814814814814,False,False,False,False,1,4,2,0,1,0,3,0,False,False,P
False,True,24179,463,16,871,0.0360229951610902,False,False,False,0,False,False,False,False,False,26,2,True,False,False,False,39,8,False,0.20512820512820512,False,False,False,False,3,10,15,3,5,0,20,0,False,False,P
False,True,2173,119,8,312,0.14358030372756558,False,False,False,0,False,False,False,False,True,43,3,True,False,False,False,17,2,False,0.11764705882352941,False,False,False,True,2,3,1,0,1,0,2,0,False,False,P
False,True,3684,180,4,429,0.11644951140065146,False,False,False,0,False,False,False,False,False,24,2,True,False,False,False,56,8,False,0.14285714285714285,True,False,False,True,1,3,1,0,1,0,2,0,True,False,P
False,True,6615,249,12,546,0.08253968253968254,False,False,False,0,False,False,False,False,True,52,4,True,False,False,False,47,6,False,0.1276595744680851,False,False,False,True,0,3,1,0,1,0,2,0,False,False,P
False,False,163,25,2,31,0.1901840490797546,False,False,False,0,False,False,False,False,True,55,3,True,False,False,False,15,3,False,0.2,False,False,False,False,3,3,1,0,0,0,1,0,False,False,P
False,True,884,75,0,148,0.167420814479638,False,False,False,0,False,False,False,False,False,46,3,True,False,False,False,19,4,False,0.21052631578947367,False,False,False,False,2,3,1,0,1,0,2,0,False,False,P
False,True,848,68,6,99,0.11674528301886793,False,False,False,0,False,False,False,False,False,34,3,True,False,False,False,19,3,False,0.15789473684210525,False,False,False,False,3,4,2,0,0,0,2,0,False,False,P
False,False,1422280,23368,4,23373,0.01643347301515876,False,False,False,0,False,False,False,False,True,49,4,False,False,False,False,14,2,True,0.14285714285714285,False,False,False,False,0,2,0,0,0,0,0,0,False,False,P
False,True,9939,430,23,932,0.09377200925646444,False,False,False,0,False,False,False,False,False,27,2,True,False,False,False,31,5,False,0.16129032258064516,False,True,False,False,4,9,24,13,10,0,34,0,False,False,P
False,True,14380,582,22,1324,0.09207232267037552,False,False,False,0,False,False,False,False,False,33,2,True,False,False,False,38,8,False,0.21052631578947367,False,False,False,True,3,11,21,10,11,0,32,0,False,False,P
False,False,162356,2671,2,2674,0.016469979551109907,True,False,False,0,False,False,False,False,False,24,1,False,False,False,False,33,5,False,0.15151515151515152,False,False,False,False,0,2,0,0,0,0,0,0,False,False,P
False,True,49586,961,11,1202,0.024240713104505304,False,False,False,0,False,False,False,False,False,56,3,True,False,False,False,25,5,False,0.2,False,False,False,False,5,4,4,2,0,0,4,0,False,False,P
False,True,19194,777,19,1982,0.10326143586537459,False,False,False,0,False,False,False,False,True,13,2,True,False,False,False,69,11,False,0.15942028985507245,False,False,False,True,2,14,23,17,7,0,30,0,False,False,P
False,True,9934,430,23,932,0.09381920676464667,False,False,False,0,False,False,False,False,False,43,2,True,False,False,False,34,5,False,0.14705882352941177,False,True,False,False,4,9,24,13,10,0,34,0,False,False,P
False,True,5016,229,14,456,0.09090909090909091,False,True,False,0,False,False,False,False,False,34,2,True,False,False,False,6,1,False,0.16666666666666666,False,False,False,False,3,10,14,8,1,0,15,0,False,False,P
False,False,425,68,5,78,0.18352941176470589,False,False,False,0,False,False,False,False,True,39,3,True,False,False,False,37,10,False,0.2702702702702703,False,False,False,False,3,3,1,0,0,0,1,0,False,False,P
False,False,429,65,6,75,0.17482517482517482,False,False,False,0,False,False,False,False,False,42,2,True,False,False,False,54,13,False,0.24074074074074073,False,False,False,False,7,2,1,0,0,0,1,0,False,False,P
False,True,2896,188,0,300,0.10359116022099447,False,False,False,0,False,False,False,False,False,64,2,True,False,False,False,45,11,False,0.24444444444444444,False,False,False,False,3,4,4,0,3,0,7,0,False,False,P
False,True,263,17,2,23,0.08745247148288973,False,False,False,0,False,False,False,False,True,37,2,True,False,False,False,26,5,False,0.19230769230769232,False,False,False,True,2,3,1,0,1,0,2,0,True,False,P
False,True,4611,193,8,456,0.0988939492517892,False,False,False,0,False,False,False,False,False,50,3,True,False,False,False,19,2,False,0.10526315789473684,False,True,False,False,4,3,2,0,0,0,2,0,False,False,P
False,False,747699,9767,2,9782,0.013082804711521614,False,False,False,0,False,False,False,False,False,32,3,False,False,False,False,23,2,False,0.08695652173913043,False,False,False,False,0,2,0,0,0,0,0,0,False,False,P
False,False,429,65,6,75,0.17482517482517482,False,False,False,0,False,False,False,False,False,35,2,True,False,False,False,54,13,False,0.24074074074074073,False,False,False,False,7,2,1,0,0,0,1,0,False,False,P
False,True,5457,166,7,248,0.04544621586952538,False,False,False,0,False,False,False,False,False,27,2,True,False,False,False,36,7,False,0.19444444444444445,False,False,False,False,8,7,7,1,1,0,8,0,False,False,P
False,True,5335,214,5,287,0.05379568884723524,False,False,False,0,False,False,False,False,False,33,3,True,False,False,False,39,8,False,0.20512820512820512,False,False,False,True,4,7,10,8,1,0,11,0,False,False,P
False,True,36239,551,20,2227,0.06145313060514915,False,False,False,0,False,False,False,False,False,36,3,True,False,False,False,48,9,False,0.1875,True,False,False,False,4,18,48,40,6,0,54,0,False,False,P
False,True,9825,362,18,1172,0.11928753180661578,False,False,False,0,False,False,False,False,False,50,3,True,False,False,False,12,2,False,0.16666666666666666,False,False,False,True,3,4,3,2,1,0,4,0,False,False,P
False,True,5302,241,10,636,0.11995473406261788,False,False,False,0,False,False,False,False,False,35,4,True,False,False,False,31,5,True,0.16129032258064516,False,False,False,True,2,3,2,0,1,0,3,0,False,False,P
False,True,1682,121,11,208,0.12366230677764566,False,False,False,0,False,False,False,False,False,46,3,True,False,False,False,11,3,True,0.2727272727272727,False,False,False,True,2,3,2,0,1,0,3,0,False,False,P
False,True,2933,150,7,195,0.06648482782134334,False,False,False,0,False,False,False,False,False,23,4,True,False,False,False,27,6,False,0.2222222222222222,False,False,False,False,3,5,7,1,7,0,14,1,False,False,P
False,True,6356,252,0,635,0.0999056010069226,False,False,False,0,False,False,False,False,False,24,1,True,False,False,False,26,4,False,0.15384615384615385,False,False,False,False,3,3,1,0,0,0,1,0,False,False,P
False,True,10326,444,32,940,0.09103234553554135,False,False,False,0,False,False,False,False,False,29,2,True,False,False,False,28,5,False,0.17857142857142858,False,True,False,True,4,9,24,13,10,0,34,0,False,False,P
False,True,7148,318,19,663,0.09275321768326805,False,False,False,0,False,False,False,False,False,34,2,True,False,False,False,15,2,False,0.13333333333333333,False,False,False,True,3,7,11,3,0,0,11,0,True,False,P
False,False,41940,547,0,547,0.013042441583214116,False,False,False,0,False,False,False,False,False,68,4,False,False,False,False,12,1,False,0.08333333333333333,False,False,False,False,0,2,0,0,0,0,0,0,False,False,P
False,True,5131,151,6,357,0.06957708049113233,False,False,False,0,False,False,False,False,False,60,3,True,False,False,False,44,6,False,0.13636363636363635,False,True,False,True,5,2,1,0,0,0,1,0,False,False,P
False,True,1323,77,9,114,0.08616780045351474,False,False,False,0,False,False,False,False,False,22,2,True,False,False,False,32,4,False,0.125,False,False,False,False,2,6,4,1,1,0,5,1,False,True,P
False,True,9217,373,37,746,0.08093739828577629,True,False,False,0,False,False,False,False,False,38,3,True,False,False,False,33,5,False,0.15151515151515152,False,False,False,True,3,7,14,5,1,0,15,0,True,False,P
False,True,35971,470,0,473,0.013149481526785465,False,False,False,0,False,False,False,False,False,34,2,True,False,False,False,57,11,False,0.19298245614035087,False,False,False,False,3,2,0,0,12,0,12,0,False,False,P
False,True,2756,116,4,308,0.11175616835994194,False,False,False,0,False,False,False,False,False,39,3,True,False,False,False,15,2,False,0.13333333333333333,False,False,False,True,2,3,1,0,1,0,2,0,False,False,P
False,True,1946,170,4,284,0.1459403905447071,False,False,False,0,False,False,False,False,False,40,3,False,False,False,False,59,8,False,0.13559322033898305,True,False,False,False,0,2,0,0,1,0,1,0,False,False,P
False,True,213638,2779,0,2781,0.01301734710117114,False,False,False,0,False,False,False,False,False,43,2,False,False,False,False,56,6,False,0.10714285714285714,False,False,False,False,0,2,0,0,0,0,0,0,False,False,P
False,True,2435,77,2,183,0.07515400410677618,False,False,False,0,False,False,False,False,True,42,5,True,False,False,False,40,8,False,0.2,False,False,False,True,3,5,4,1,1,0,5,0,True,False,P
False,True,3185,221,13,437,0.13720565149136577,False,False,False,0,False,False,False,False,False,45,3,True,False,False,False,19,2,False,0.10526315789473684,False,False,False,True,0,4,2,0,1,0,3,0,False,False,P
False,True,51505,673,0,675,0.013105523735559654,False,False,False,0,False,False,False,False,False,33,2,True,False,False,False,44,7,False,0.1590909090909091,False,False,False,False,2,2,0,0,1,0,1,0,False,False,P
False,True,813,67,7,85,0.1045510455104551,False,False,False,0,False,False,False,False,False,53,4,True,False,False,False,22,4,False,0.18181818181818182,False,False,False,True,1,3,2,0,1,0,3,0,False,False,P
False,True,9934,430,23,932,0.09381920676464667,False,False,False,0,False,False,False,False,False,43,2,True,False,False,False,34,5,False,0.14705882352941177,False,True,False,False,4,9,24,13,10,0,34,0,False,False,P
False,True,1181,104,2,145,0.12277730736663844,False,False,False,0,False,False,False,False,True,46,5,True,False,False,False,22,4,False,0.18181818181818182,False,False,False,False,3,3,1,0,0,0,1,0,False,False,P
False,True,273,33,4,42,0.15384615384615385,False,False,False,0,False,False,False,False,False,37,3,True,False,False,False,34,7,False,0.20588235294117646,False,False,False,False,1,4,2,0,0,0,2,0,False,False,P
False,True,10022,1076,2,2313,0.23079225703452405,False,False,False,0,False,False,False,False,False,34,4,False,False,False,False,40,6,False,0.15,False,False,False,True,2,2,11,5,4,0,15,0,True,False,P
False,True,9910,427,23,931,0.09394550958627648,False,False,False,0,False,False,False,False,False,41,2,True,False,False,False,31,5,False,0.16129032258064516,False,True,False,False,4,9,24,13,10,0,34,0,False,False,P
False,True,9890,388,17,1018,0.10293225480283114,False,False,False,0,False,False,False,False,False,40,2,True,False,False,False,40,6,False,0.15,False,True,False,False,4,9,22,11,10,0,32,0,False,False,P
False,True,9510,311,13,630,0.06624605678233439,False,False,False,0,False,False,False,False,False,36,3,True,False,False,False,27,5,False,0.18518518518518517,False,False,False,True,3,4,6,4,3,0,9,0,False,False,P
False,False,30798,419,0,422,0.013702188453795701,False,False,False,0,False,False,False,False,False,40,2,False,False,False,False,48,6,False,0.125,False,False,False,False,0,2,0,0,0,0,0,0,False,False,P
False,False,22602,298,0,310,0.013715600389346076,False,False,False,0,False,False,False,False,False,27,2,False,False,False,False,20,3,False,0.15,False,False,False,False,0,1,0,0,0,0,0,0,False,False,P
False,False,425,65,6,75,0.17647058823529413,False,False,False,0,False,False,False,False,False,36,2,True,False,False,False,54,13,False,0.24074074074074073,False,False,False,False,7,2,1,0,0,0,1,0,False,False,P
False,True,3092,205,10,342,0.11060802069857698,False,False,False,0,False,False,False,False,False,4,1,True,False,False,False,40,8,False,0.2,False,False,False,False,2,3,2,0,1,0,3,0,False,False,P
False,True,799,69,7,85,0.10638297872340426,False,False,False,0,False,False,False,False,False,53,4,True,False,False,False,22,4,False,0.18181818181818182,False,False,False,True,2,3,2,0,1,0,3,0,False,False,P
False,True,414352,6001,0,6011,0.014506989226551338,False,False,False,0,False,False,False,False,False,50,3,False,False,False,False,23,4,False,0.17391304347826086,False,False,False,False,0,2,0,0,0,0,0,0,False,False,P
False,True,237817,2928,0,3095,0.013014208403940845,False,False,False,0,False,False,False,False,False,33,2,True,False,False,False,21,2,False,0.09523809523809523,False,False,False,False,3,2,0,0,2,0,2,0,False,False,P
False,True,3401,214,0,333,0.09791237871214349,False,False,False,0,False,False,False,False,False,30,2,True,False,False,False,27,5,False,0.18518518518518517,False,False,False,False,2,6,4,2,2,0,6,0,False,False,P
False,True,4889,215,7,439,0.08979341378605031,True,False,False,0,False,False,False,False,False,29,2,True,False,False,False,23,4,False,0.17391304347826086,False,False,False,False,2,6,4,1,2,0,6,0,False,False,P
False,True,588,59,7,79,0.13435374149659865,False,False,False,0,False,False,False,False,False,21,1,True,False,False,False,24,6,False,0.25,False,False,False,False,3,4,2,1,0,0,2,0,False,False,P
False,True,7777,237,6,745,0.0957952938150958,True,False,False,0,False,False,False,False,True,35,3,True,False,False,False,16,2,False,0.125,False,False,False,False,0,3,1,0,1,0,2,0,False,False,P
False,True,36245,552,20,2227,0.06144295764933094,False,False,False,0,False,False,False,False,False,42,4,True,False,False,False,49,9,False,0.1836734693877551,True,False,False,False,4,19,48,40,6,0,54,0,False,False,P
False,False,319,30,3,39,0.12225705329153605,False,False,False,0,False,False,False,False,True,33,2,False,False,False,False,25,6,False,0.24,False,False,False,False,0,2,0,0,0,0,0,0,False,False,P
False,True,557,51,6,61,0.10951526032315978,False,False,False,0,False,False,False,False,False,22,3,True,False,False,False,22,4,False,0.18181818181818182,False,False,False,True,2,3,2,0,1,0,3,0,False,False,P
False,False,827,114,7,152,0.1837968561064087,False,False,False,0,False,False,False,False,True,29,3,False,False,False,False,20,2,False,0.1,False,False,False,False,0,2,0,0,0,0,0,0,False,False,P
False,True,12903,511,43,1251,0.09695419669844223,False,False,False,0,False,False,False,False,False,49,2,True,False,False,False,38,5,False,0.13157894736842105,False,False,False,False,4,7,23,12,8,0,31,0,False,False,P
False,True,6098,252,11,509,0.08346999016070843,False,False,False,0,False,False,False,False,False,38,3,True,False,False,False,53,8,False,0.1509433962264151,False,False,False,True,1,3,1,0,1,0,2,0,False,False,P
False,False,47303,673,10,701,0.014819356066211445,False,False,False,0,False,False,False,False,False,24,2,False,False,False,False,31,3,False,0.0967741935483871,False,False,False,False,0,2,0,0,0,0,0,0,False,False,P
False,True,3371,184,8,369,0.10946306733906852,False,False,False,0,False,False,False,False,False,9,1,True,False,False,False,33,7,False,0.21212121212121213,False,False,False,False,5,2,1,0,0,0,1,0,False,False,P
False,True,1659,121,6,196,0.11814345991561181,False,False,False,0,False,False,False,False,False,59,4,False,False,False,False,10,1,False,0.1,False,True,False,False,1,2,0,0,1,0,1,0,False,False,P
False,True,3090,207,0,306,0.09902912621359224,False,False,False,0,False,False,False,False,False,33,2,True,False,False,False,37,8,False,0.21621621621621623,False,False,False,False,3,2,6,2,1,0,7,0,False,False,P
False,True,9300,240,9,907,0.09752688172043011,False,False,False,0,False,False,False,False,False,31,2,True,False,False,False,33,7,False,0.21212121212121213,False,False,False,True,2,3,1,0,0,0,1,0,True,False,P
False,True,1520,118,0,207,0.1361842105263158,False,False,False,0,False,False,False,False,False,27,2,True,False,False,False,26,3,False,0.11538461538461539,False,False,False,False,2,2,1,0,1,0,2,0,False,False,P
False,True,288,17,2,23,0.0798611111111111,False,False,False,0,False,False,False,False,False,43,2,True,False,False,False,26,5,False,0.19230769230769232,False,False,True,True,4,3,1,0,2,1,3,1,False,True,P
False,True,11545,416,13,1027,0.08895625812039844,False,False,False,0,False,False,False,False,False,44,2,True,False,False,False,57,11,False,0.19298245614035087,False,False,False,True,3,4,12,11,2,0,14,0,False,False,P
False,True,9962,316,13,634,0.063641838988155,False,False,False,0,False,False,False,False,False,33,3,True,False,False,False,37,6,False,0.16216216216216217,True,False,False,True,3,4,6,4,3,0,9,0,False,False,P
False,True,8114,314,16,664,0.08183386738969682,False,False,False,0,False,False,False,False,False,25,2,True,False,False,False,18,3,False,0.16666666666666666,False,False,False,True,5,11,13,5,0,0,13,0,True,False,P
False,True,1653,102,13,168,0.10163339382940109,True,False,False,0,False,False,False,False,False,26,2,True,False,False,False,24,4,False,0.16666666666666666,False,False,False,True,2,6,4,1,1,0,5,0,False,False,P
False,True,1879,67,2,109,0.05800957956359766,False,False,False,0,False,False,False,False,False,44,1,True,False,False,False,30,4,False,0.13333333333333333,False,False,False,False,3,4,5,4,0,0,5,0,False,False,P
False,True,3077,77,0,253,0.08222294442638935,False,False,False,0,False,False,False,False,False,25,2,True,False,False,False,28,2,False,0.07142857142857142,False,False,False,False,2,4,3,1,0,0,3,0,False,False,P
False,True,6234,174,6,633,0.10153994225216555,False,True,False,0,False,False,False,False,False,47,3,True,False,False,False,27,3,False,0.1111111111111111,False,False,False,True,3,2,1,0,0,0,1,0,False,False,P
False,True,993,72,6,122,0.1228600201409869,False,False,False,0,False,False,False,False,True,31,3,True,False,False,False,41,7,False,0.17073170731707318,False,False,False,False,1,3,1,0,1,0,2,0,False,False,P
False,True,14209,227,5,677,0.047645858258850024,False,False,False,0,False,False,False,False,False,34,1,True,False,False,False,55,13,False,0.23636363636363636,True,False,False,True,3,4,38,34,2,0,40,0,True,False,P
False,True,1148,75,11,128,0.11149825783972125,False,False,False,0,False,False,False,False,False,23,2,True,False,False,False,22,3,False,0.13636363636363635,False,False,False,True,3,5,3,1,1,0,4,0,False,False,P
False,True,14490,584,22,1328,0.09164941338854382,False,False,False,0,False,False,False,False,False,25,2,True,False,False,False,34,7,False,0.20588235294117646,False,False,False,True,3,11,21,10,11,0,32,0,False,False,P
False,True,4535,227,8,436,0.09614112458654907,False,False,False,0,False,False,False,False,False,47,3,True,False,False,False,28,6,False,0.21428571428571427,False,False,False,False,2,3,1,0,1,0,2,0,False,False,P
False,True,24903,328,0,330,0.013251415492109385,False,False,False,0,False,False,False,False,False,45,4,True,False,False,False,38,7,False,0.18421052631578946,False,False,False,False,3,2,0,0,24,0,24,0,False,False,P
False,True,6598,289,7,660,0.10003031221582298,False,False,False,0,False,False,False,False,False,31,4,True,False,False,False,14,2,False,0.14285714285714285,False,False,False,True,3,4,2,3,7,0,9,0,True,False,P
False,True,24818,495,4,1739,0.07007011040373923,False,False,False,0,False,True,True,False,False,40,3,True,False,False,False,18,3,False,0.16666666666666666,False,True,False,True,3,7,10,1,5,0,15,0,False,False,P
False,True,12903,511,43,1251,0.09695419669844223,False,False,False,0,False,False,False,False,False,49,2,True,False,False,False,38,5,False,0.13157894736842105,False,False,False,False,4,7,23,12,8,0,31,0,False,False,P
False,True,54239,192,12,4446,0.08197053780490053,False,False,False,0,False,False,False,False,False,55,3,True,False,False,False,25,6,True,0.24,False,False,False,False,2,5,7,0,8,0,15,0,False,False,P
False,True,196,6,0,6,0.030612244897959183,False,False,False,0,False,False,False,False,False,33,3,True,True,False,False,38,7,False,0.18421052631578946,False,False,False,False,5,3,2,1,0,0,2,0,False,False,P
False,True,1573,112,6,217,0.13795295613477432,False,False,False,0,False,False,False,False,False,26,3,True,False,False,False,31,5,False,0.16129032258064516,False,False,False,False,3,4,3,0,1,0,4,0,False,False,P
False,True,59152,772,0,774,0.013084933730051393,False,False,False,0,False,False,False,False,False,40,2,False,False,False,False,45,6,False,0.13333333333333333,False,False,False,False,0,2,0,0,0,0,0,0,False,False,P
False,True,7356,98,0,98,0.013322457857531268,False,False,False,0,False,False,False,False,False,52,4,True,False,False,False,36,6,False,0.16666666666666666,False,False,False,False,0,2,0,0,2,0,2,0,False,False,P
False,True,5540,304,10,703,0.12689530685920578,False,False,False,0,False,False,False,False,False,43,3,True,False,False,False,17,2,False,0.11764705882352941,False,False,False,False,2,3,2,3,1,0,3,0,False,False,P
False,True,2631,123,4,187,0.07107563664006081,False,False,False,0,False,False,False,False,False,29,2,True,False,False,False,13,1,False,0.07692307692307693,False,False,False,True,3,2,1,0,0,0,1,0,False,False,P
False,True,6305,245,12,521,0.08263283108643933,False,False,False,0,False,False,False,False,True,35,3,True,False,False,False,46,5,False,0.10869565217391304,False,False,False,True,1,3,1,0,1,0,2,0,False,False,P
False,True,11390,464,21,1198,0.1051799824407375,True,False,False,0,False,False,False,False,False,38,2,True,False,False,False,38,6,False,0.15789473684210525,False,True,False,True,4,8,23,14,10,0,33,0,False,False,P
False,True,1759,143,10,269,0.15292779988629904,False,False,False,0,False,False,False,False,False,46,3,True,False,False,False,15,2,False,0.13333333333333333,False,False,False,False,3,4,3,0,1,0,4,0,False,False,P
False,True,19194,777,19,1982,0.10326143586537459,False,False,False,0,False,False,False,False,True,14,2,True,False,False,False,67,11,False,0.16417910447761194,False,False,False,True,2,14,23,17,7,0,30,0,False,False,P
True,True,19705,720,7,1755,0.08906368941892921,False,False,False,0,False,False,True,False,False,44,3,True,False,False,False,13,2,False,0.15384615384615385,False,False,False,False,2,8,6,0,1,0,7,0,False,False,P
False,True,9973,317,13,636,0.06377218489922791,False,False,False,0,False,False,False,False,False,33,3,True,False,False,False,31,6,False,0.1935483870967742,True,False,False,True,3,4,6,4,3,0,9,0,False,False,P
False,True,2362,154,1,230,0.09737510584250635,False,False,False,0,False,False,False,False,False,18,1,True,False,False,False,12,2,False,0.16666666666666666,False,False,False,False,2,3,5,1,3,0,8,0,False,False,P
False,True,4396,220,2,548,0.12465878070973613,False,False,False,0,False,False,False,False,False,34,3,True,False,False,False,19,2,False,0.10526315789473684,False,False,False,False,2,4,2,0,1,0,3,0,False,False,P
False,True,288,17,2,23,0.0798611111111111,False,False,False,0,False,False,False,False,False,43,2,True,False,False,False,26,5,False,0.19230769230769232,False,False,True,True,4,3,1,0,2,1,3,1,False,True,P
False,False,455,72,6,85,0.18681318681318682,False,False,False,0,False,False,False,False,True,52,3,False,False,False,False,16,3,False,0.1875,False,False,False,False,0,2,0,0,0,0,0,0,False,False,P
False,True,1438,103,17,209,0.14534075104311545,True,False,False,0,False,False,False,False,False,29,2,True,False,False,False,22,3,False,0.13636363636363635,False,False,False,True,3,4,2,1,1,0,3,0,True,False,P
False,False,47225,673,10,700,0.014822657490735839,False,False,False,0,False,False,False,False,False,17,1,False,False,False,False,29,3,False,0.10344827586206896,False,False,False,False,0,2,0,0,0,0,0,0,False,False,P
False,True,1658,104,14,168,0.10132689987937274,True,False,False,0,False,False,False,False,False,22,2,True,False,False,False,23,4,False,0.17391304347826086,False,False,False,True,2,6,4,1,1,0,5,0,False,False,P
False,True,1148,75,11,128,0.11149825783972125,False,False,False,0,False,False,False,False,False,23,2,True,False,False,False,22,3,False,0.13636363636363635,False,False,False,True,3,5,3,1,1,0,4,0,False,False,P
False,True,1490,112,0,132,0.08859060402684564,False,False,False,0,False,False,False,False,False,28,1,True,False,False,False,43,5,False,0.11627906976744186,False,False,False,False,4,5,5,2,1,0,6,0,False,False,P
False,True,6838,231,6,915,0.1338110558642878,False,True,False,0,False,False,False,False,False,26,3,True,False,False,False,35,6,False,0.17142857142857143,True,False,False,True,3,4,2,0,1,0,3,0,False,False,P
False,True,24323,460,16,872,0.03585084076799737,False,False,False,0,False,False,False,False,False,44,3,True,False,False,False,41,7,False,0.17073170731707318,False,False,False,False,3,10,15,3,5,0,20,0,False,False,P
False,True,2015,138,1,205,0.10173697270471464,False,False,False,0,False,False,False,False,False,7,2,True,False,False,False,24,4,False,0.16666666666666666,False,False,False,False,3,4,4,0,0,0,4,0,False,False,P
False,True,12161,194,25,711,0.05846558671161911,False,False,True,0,True,False,True,False,True,31,2,True,False,False,False,13,2,False,0.15384615384615385,False,False,False,False,3,5,25,23,0,0,25,0,False,False,P
False,True,10000,320,8,621,0.0621,False,False,False,0,False,False,False,False,False,29,1,True,False,False,False,45,11,False,0.24444444444444444,False,False,False,False,2,11,29,14,2,0,31,0,False,False,P
False,True,2856,105,4,256,0.0896358543417367,True,False,False,0,False,False,False,False,False,45,3,True,False,False,False,33,4,False,0.12121212121212122,False,True,False,True,2,3,1,0,1,0,2,0,True,False,P
